Class1,Class2,Count,emg1,emg2,old_emg1,Old_emg2
Index,Up,6,2.03,1.52,3.02,1.22
Index,Up,7,2.03,1.05,3.02,1.52
Index,Up,8,0.82,1.05,2.03,1.52
Index,Up,9,0.82,0.57,2.03,1.05
Index,Up,10,1.18,0.57,0.82,1.05
Index,Up,1,1.18,0.38,0.82,0.57
Index,Up,2,1.21,0.38,1.18,0.57
Index,Up,3,1.21,0.45,1.18,0.38
Index,Up,4,1.36,0.45,1.21,0.38
Index,Up,5,1.36,0.72,1.21,0.45
Index,Up,6,1.72,0.72,1.36,0.45
Index,Up,7,1.72,0.86,1.36,0.72
Index,Up,8,2.00,0.86,1.72,0.72
Index,Up,9,2.00,0.97,1.72,0.86
Index,Up,10,3.02,0.97,2.00,0.86
Index,Up,1,3.02,1.42,2.00,0.97
Index,Up,2,2.95,1.67,3.02,1.64
Index,Up,3,2.95,1.46,3.02,1.67
Index,Up,4,2.80,1.46,2.95,1.67
Index,Up,5,2.80,1.37,2.95,1.46
Index,Up,6,3.03,1.45,2.80,1.37
Index,Up,7,3.03,1.83,2.80,1.45
Index,Up,8,3.02,1.83,3.03,1.45
Index,Up,9,3.02,2.21,3.03,1.83
Index,Up,10,1.69,1.75,3.02,2.21
Index,Up,1,1.69,1.07,3.02,1.75
Index,Up,2,1.27,1.07,1.69,1.75
Index,Up,3,1.27,0.50,1.69,1.07
Index,Up,4,1.75,0.50,1.27,1.07
Index,Up,5,1.75,0.58,1.27,0.50
Index,Up,6,1.67,0.58,1.75,0.50
Index,Up,7,1.67,0.43,1.75,0.58
Index,Up,8,1.59,0.43,1.67,0.58
Index,Up,9,1.59,0.72,1.67,0.43
Index,Up,10,2.18,0.72,1.59,0.43
Index,Up,1,2.18,0.88,1.59,0.72
Index,Up,2,2.36,0.88,2.18,0.72
Index,Up,3,2.36,1.09,2.18,0.88
Index,Up,4,2.96,1.09,2.36,0.88
Index,Up,5,2.96,1.36,2.36,1.09
Index,Up,6,3.02,1.36,2.96,1.09
Index,Up,7,3.02,1.56,2.96,1.36
Index,Up,8,2.96,1.56,3.02,1.36
Index,Up,9,2.96,1.48,3.02,1.56
Index,Up,10,3.02,1.48,2.96,1.56
Index,Up,1,3.02,1.40,2.96,1.48
Index,Up,2,2.94,1.73,3.02,1.69
Index,Up,3,2.94,1.52,3.02,1.73
Index,Up,4,3.02,1.52,2.94,1.73
Index,Up,5,3.02,1.91,2.94,1.52
Index,Up,6,2.12,1.91,3.02,1.52
Index,Up,7,2.12,1.26,3.02,1.91
Index,Up,8,1.36,1.26,2.12,1.91
Index,Up,9,1.36,0.73,2.12,1.26
Index,Up,10,1.35,0.73,1.36,1.26
Index,Up,1,1.21,0.37,1.35,0.73
Index,Up,2,1.73,0.37,1.21,0.73
Index,Up,3,1.73,0.35,1.21,0.37
Index,Up,4,1.58,0.35,1.73,0.37
Index,Up,5,1.58,0.33,1.73,0.35
Index,Up,6,1.91,0.33,1.58,0.35
Index,Up,7,1.91,0.72,1.58,0.33
Index,Up,8,1.74,0.72,1.91,0.33
Index,Up,9,1.74,0.94,1.91,0.72
Index,Up,10,2.40,0.94,1.74,0.72
Index,Up,1,2.40,1.15,1.74,0.94
Index,Up,2,1.81,1.15,2.40,0.94
Index,Up,3,1.81,0.99,2.40,1.15
Index,Up,4,1.70,0.99,1.81,1.15
Index,Up,5,1.70,0.90,1.81,0.99
Index,Up,6,1.62,0.90,1.70,0.99
Index,Up,7,2.70,1.44,1.62,0.90
Index,Up,8,2.01,1.44,2.70,0.90
Index,Up,9,2.01,1.09,2.70,1.44
Index,Up,10,2.05,1.09,2.01,1.44
Index,Up,1,2.05,1.19,2.01,1.09
Index,Up,2,1.71,1.19,2.05,1.09
Index,Up,3,1.71,1.05,2.05,1.19
Index,Up,4,1.65,1.05,1.71,1.19
Index,Up,5,1.65,1.03,1.71,1.05
Index,Up,6,1.06,1.03,1.65,1.05
Index,Up,7,1.06,0.69,1.65,1.03
Index,Up,8,0.69,0.69,1.06,1.03
Index,Up,9,0.69,0.45,1.06,0.69
Index,Up,10,1.29,0.45,0.69,0.69
Index,Up,1,1.29,0.32,0.69,0.45
Index,Up,2,1.26,0.32,1.29,0.45
Index,Up,3,1.26,0.39,1.29,0.32
Index,Up,4,1.09,0.39,1.26,0.32
Index,Up,5,1.09,0.45,1.26,0.39
Index,Up,6,2.10,0.45,1.09,0.39
Index,Up,7,2.10,0.98,1.09,0.45
Index,Up,8,2.84,0.98,2.10,0.45
Index,Up,9,2.84,1.50,2.10,0.98
Index,Up,10,2.41,1.50,2.84,0.98
Index,Up,1,2.41,1.22,2.84,1.50
Index,Up,2,3.02,1.22,2.41,1.50
Index,Up,3,3.02,1.44,2.41,1.22
Index,Up,4,2.79,1.44,3.02,1.22
Index,Up,5,2.79,1.40,3.02,1.44
Index,Up,6,3.02,1.40,2.79,1.44
Index,Up,7,3.02,1.48,2.79,1.40
Index,Up,8,2.92,1.54,3.02,1.48
Index,Up,9,2.92,1.45,3.02,1.54
Index,Up,10,2.04,1.45,2.92,1.54
Index,Up,1,2.04,1.08,2.92,1.45
Index,Up,2,1.56,1.08,2.04,1.45
Index,Up,3,1.56,0.91,2.04,1.08
Index,Up,4,0.74,0.91,1.56,1.08
Index,Up,5,0.74,0.39,1.56,0.91
Index,Up,6,1.17,0.39,0.74,0.91
Index,Up,7,1.17,0.51,0.74,0.39
Index,Up,8,1.21,0.51,1.17,0.39
Index,Up,9,1.21,0.43,1.17,0.51
Index,Up,10,1.03,0.43,1.21,0.51
Index,Up,1,1.03,0.40,1.21,0.43
Index,Up,2,0.89,0.40,1.03,0.43
Index,Up,3,0.89,0.43,1.03,0.40
Index,Up,4,1.21,0.43,0.89,0.40
Index,Up,5,1.21,0.50,0.89,0.43
Index,Up,6,1.92,0.50,1.21,0.43
Index,Up,7,1.92,0.89,1.21,0.50
Index,Up,8,1.99,0.89,1.92,0.50
Index,Up,9,1.99,1.01,1.92,0.89
Index,Up,10,1.93,1.01,1.99,0.89
Index,Up,1,1.93,0.91,1.99,1.01
Index,Up,2,2.17,0.91,1.93,1.01
Index,Up,3,2.17,1.21,1.93,0.91
Index,Up,4,2.01,1.21,2.17,0.91
Index,Up,5,2.01,1.12,2.17,1.21
Index,Up,6,2.29,1.12,2.01,1.21
Index,Up,7,2.29,1.29,2.01,1.12
Index,Up,8,1.96,1.29,2.29,1.12
Index,Up,9,1.96,1.14,2.29,1.29
Index,Up,10,2.19,1.14,1.96,1.29
Index,Up,1,2.19,1.15,1.96,1.14
Index,Up,2,2.58,1.15,2.19,1.14
Index,Up,3,2.58,1.40,2.19,1.15
Index,Up,4,2.44,1.40,2.58,1.15
Index,Up,5,2.44,1.28,2.58,1.40
Index,Up,6,3.02,1.28,2.44,1.40
Index,Up,7,3.02,1.54,2.44,1.28
Index,Up,8,2.48,1.54,3.02,1.28
Index,Up,9,2.48,1.27,3.02,1.54
Index,Up,10,3.02,1.27,2.48,1.54
Index,Up,1,3.02,1.69,2.48,1.27
Index,Up,2,2.95,1.69,3.02,1.27
Index,Up,3,2.95,1.71,3.02,1.69
Index,Up,4,3.03,1.71,2.95,1.69
Index,Up,5,3.03,1.93,2.95,1.71
Index,Up,6,2.49,1.93,3.03,1.71
Index,Up,7,2.49,1.50,3.03,1.93
Index,Up,8,1.94,1.50,2.49,1.93
Index,Up,9,1.94,1.18,2.49,1.50
Index,Up,10,1.92,1.18,1.94,1.50
Index,Up,1,1.92,1.10,1.94,1.18
Index,Up,2,1.72,1.10,1.92,1.18
Index,Up,3,1.72,0.91,1.92,1.10
Index,Up,4,2.44,0.91,1.72,1.10
Index,Up,5,2.44,1.30,1.72,0.91
Index,Up,6,2.02,1.30,2.44,0.91
Index,Up,7,2.02,1.11,2.44,1.30
Index,Up,8,2.36,1.11,2.02,1.30
Index,Up,9,2.36,1.16,2.02,1.11
Index,Up,10,1.92,1.16,2.36,1.11
Index,Up,1,1.92,0.98,2.36,1.16
Index,Up,2,1.81,0.98,1.92,1.16
Index,Up,3,1.81,1.09,1.92,0.98
Index,Up,4,2.40,1.09,1.81,0.98
Index,Up,5,2.40,1.27,1.81,1.09
Index,Up,6,3.02,1.27,2.40,1.09
Index,Up,7,3.02,1.88,2.40,1.27
Index,Up,8,2.90,1.80,3.02,2.06
Index,Up,9,2.90,1.68,3.02,1.80
Index,Up,10,2.72,1.68,2.90,1.80
Index,Up,1,2.72,1.26,2.90,1.68
Index,Up,2,2.65,1.26,2.72,1.68
Index,Up,3,2.65,1.25,2.72,1.26
Index,Up,4,2.42,1.25,2.65,1.26
Index,Up,5,2.42,1.28,2.65,1.25
Index,Up,6,1.76,1.28,2.42,1.25
Index,Up,7,1.76,1.07,2.42,1.28
Index,Up,8,2.31,1.07,1.76,1.28
Index,Up,9,2.31,1.35,1.76,1.07
Index,Up,10,2.41,1.35,2.31,1.07
Index,Up,1,2.41,1.32,2.31,1.35
Index,Up,2,2.73,1.32,2.41,1.35
Index,Up,3,2.73,1.59,2.41,1.32
Index,Up,4,2.23,1.59,2.73,1.32
Index,Up,5,2.23,1.40,2.73,1.59
Index,Up,6,2.34,1.40,2.23,1.59
Index,Up,7,2.34,1.37,2.23,1.40
Index,Up,8,1.91,1.37,2.34,1.40
Index,Up,9,1.91,1.14,2.34,1.37
Index,Up,10,1.19,1.14,1.91,1.37
Index,Up,1,1.19,0.68,1.91,1.14
Index,Up,2,2.54,0.68,1.19,1.14
Index,Up,3,2.54,1.45,1.19,0.68
Index,Up,4,3.02,1.45,2.54,0.68
Index,Up,5,3.02,1.96,2.54,1.45
Index,Up,6,2.24,1.96,3.02,1.45
Index,Up,7,2.24,1.46,3.02,1.96
Index,Up,8,0.83,1.46,2.24,1.96
Index,Up,9,0.83,0.59,2.24,1.46
Index,Up,10,0.87,0.59,0.83,1.46
Index,Up,1,0.87,0.43,0.83,0.59
Index,Up,2,1.00,0.43,0.87,0.59
Index,Up,3,1.00,0.33,0.87,0.43
Index,Up,4,0.73,0.33,1.00,0.43
Index,Up,5,0.73,0.40,1.00,0.33
Index,Up,6,0.44,0.40,0.73,0.33
Index,Up,7,0.44,0.36,0.73,0.40
Index,Up,8,0.27,0.36,0.44,0.40
Index,Up,9,0.27,0.34,0.44,0.36
Index,Up,10,0.25,0.26,0.27,0.34
Index,Up,1,0.25,0.25,0.27,0.26
Index,Up,2,0.32,0.25,0.25,0.26
Index,Up,3,0.32,0.33,0.25,0.25
Index,Up,4,0.39,0.33,0.32,0.25
Index,Up,5,0.39,0,0.32,0.33
Index,Down,1,0.99,0.42,0,0
Index,Down,2,1.00,0.42,0.99,0
Index,Down,3,1.00,0.39,0.99,0.42
Index,Down,4,0.87,0.39,1.00,0.42
Index,Down,5,0.87,0.64,1.00,0.39
Index,Down,6,1.05,0.64,0.87,0.39
Index,Down,7,2.12,0.50,1.05,0.64
Index,Down,8,2.54,0.50,2.12,0.64
Index,Down,9,2.54,0.46,2.12,0.50
Index,Down,10,2.31,0.46,2.54,0.50
Index,Down,1,2.31,0.52,2.54,0.46
Index,Down,2,1.59,0.52,2.31,0.46
Index,Down,3,1.59,0.54,2.31,0.52
Index,Down,4,1.16,0.54,1.59,0.52
Index,Down,5,1.16,0.69,1.59,0.54
Index,Down,6,2.25,0.69,1.16,0.54
Index,Down,7,2.25,0.63,1.16,0.69
Index,Down,8,2.65,0.63,2.25,0.69
Index,Down,9,2.65,0.62,2.25,0.63
Index,Down,10,2.13,0.62,2.65,0.63
Index,Down,1,2.13,0.47,2.65,0.62
Index,Down,2,1.41,0.47,2.13,0.62
Index,Down,3,1.41,0.43,2.13,0.47
Index,Down,4,0.94,0.43,1.41,0.47
Index,Down,5,0.94,0.41,1.41,0.43
Index,Down,6,0.63,0.41,0.94,0.43
Index,Down,7,0.63,0.42,0.94,0.41
Index,Down,8,0.45,0.42,0.63,0.41
Index,Down,9,0.45,0.46,0.63,0.42
Index,Down,10,0.39,0.46,0.45,0.42
Index,Down,1,0.39,0.43,0.45,0.46
Index,Down,2,0.69,0.43,0.39,0.46
Index,Down,3,0.69,0.52,0.39,0.43
Index,Down,4,0.96,0.52,0.69,0.43
Index,Down,5,0.96,0.60,0.69,0.52
Index,Down,6,0.76,0.60,0.96,0.52
Index,Down,7,0.76,0.47,0.96,0.60
Index,Down,8,0.97,0.47,0.76,0.60
Index,Down,9,0.97,0.57,0.76,0.47
Index,Down,10,1.05,0.57,0.97,0.47
Index,Down,1,1.05,0.49,0.97,0.57
Index,Down,2,1.82,0.49,1.05,0.57
Index,Down,3,1.82,0.83,1.05,0.49
Index,Down,4,1.75,0.83,1.82,0.49
Index,Down,5,1.75,0.85,1.82,0.83
Index,Down,6,1.16,0.85,1.75,0.83
Index,Down,7,1.16,0.73,1.75,0.85
Index,Down,8,0.82,0.73,1.16,0.85
Index,Down,9,0.82,0.50,1.16,0.73
Index,Down,10,0.70,0.50,0.82,0.73
Index,Down,1,0.70,0.95,0.82,0.50
Index,Down,2,2.12,0.95,0.70,0.50
Index,Down,3,2.12,0.69,0.70,0.95
Index,Down,4,2.21,0.69,2.12,0.95
Index,Down,5,2.21,0.67,2.12,0.69
Index,Down,6,1.65,0.67,2.21,0.69
Index,Down,7,1.65,0.56,2.21,0.67
Index,Down,8,1.11,0.56,1.65,0.67
Index,Down,9,1.11,0.44,1.65,0.56
Index,Down,10,0.75,0.44,1.11,0.56
Index,Down,1,0.58,0.57,0.75,0.44
Index,Down,2,1.54,0.57,0.58,0.44
Index,Down,3,1.54,0.89,0.58,0.57
Index,Down,4,1.23,0.89,1.54,0.57
Index,Down,5,1.23,0.65,1.54,0.89
Index,Down,6,1.08,0.65,1.23,0.89
Index,Down,7,1.08,0.90,1.23,0.65
Index,Down,8,1.27,0.90,1.08,0.65
Index,Down,9,1.27,0.81,1.08,0.90
Index,Down,10,1.58,0.81,1.27,0.90
Index,Down,1,1.58,0.73,1.27,0.81
Index,Down,2,1.35,0.73,1.58,0.81
Index,Down,3,1.35,0.61,1.58,0.73
Index,Down,4,1.85,0.61,1.35,0.73
Index,Down,5,1.85,0.86,1.35,0.61
Index,Down,6,1.40,0.86,1.85,0.61
Index,Down,7,1.40,0.72,1.85,0.86
Index,Down,8,1.15,0.72,1.40,0.86
Index,Down,9,1.15,0.48,1.40,0.72
Index,Down,10,1.52,0.48,1.15,0.72
Index,Down,1,1.52,0.58,1.15,0.48
Index,Down,2,1.29,0.58,1.52,0.48
Index,Down,3,1.29,0.56,1.52,0.58
Index,Down,4,1.77,0.56,1.29,0.58
Index,Down,5,1.77,0.55,1.29,0.56
Index,Down,6,2.14,0.55,1.77,0.56
Index,Down,7,2.14,0.66,1.77,0.55
Index,Down,8,1.87,0.66,2.14,0.55
Index,Down,9,1.87,0.80,2.14,0.66
Index,Down,10,1.49,0.80,1.87,0.66
Index,Down,1,1.49,0.75,1.87,0.80
Index,Down,2,1.50,0.75,1.49,0.80
Index,Down,3,1.50,0.80,1.49,0.75
Index,Down,4,1.32,0.80,1.50,0.75
Index,Down,5,1.32,1.10,1.50,0.80
Index,Down,6,1.37,1.10,1.32,0.80
Index,Down,7,1.37,0.65,1.32,1.10
Index,Down,8,1.65,0.65,1.37,1.10
Index,Down,9,1.65,0.66,1.37,0.65
Index,Down,10,1.57,0.66,1.65,0.65
Index,Down,1,1.57,0.89,1.65,0.66
Index,Down,2,1.65,0.89,1.57,0.66
Index,Down,3,1.65,0.68,1.57,0.89
Index,Down,4,2.18,0.68,1.65,0.89
Index,Down,5,2.18,0.73,1.65,0.68
Index,Down,6,1.84,0.73,2.18,0.68
Index,Down,7,1.84,0.53,2.18,0.73
Index,Down,8,1.40,0.53,1.84,0.73
Index,Down,9,1.40,0.50,1.84,0.53
Index,Down,10,1.61,0.50,1.40,0.53
Index,Down,1,1.61,0.84,1.40,0.50
Index,Down,2,1.67,0.84,1.61,0.50
Index,Down,3,1.67,0.98,1.61,0.84
Index,Down,4,1.59,0.98,1.67,0.84
Index,Down,5,1.59,0.60,1.67,0.98
Index,Down,6,1.68,0.60,1.59,0.98
Index,Down,7,1.68,0.62,1.59,0.60
Index,Down,8,1.26,0.62,1.68,0.60
Index,Down,9,1.26,0.69,1.68,0.62
Index,Down,10,1.54,0.69,1.26,0.62
Index,Down,1,1.54,0.88,1.26,0.69
Index,Down,2,1.53,0.88,1.54,0.69
Index,Down,3,1.53,0.71,1.54,0.88
Index,Down,4,1.42,0.71,1.53,0.88
Index,Down,5,1.42,0.67,1.53,0.71
Index,Down,6,1.16,0.67,1.42,0.71
Index,Down,7,1.16,0.72,1.42,0.67
Index,Down,8,1.06,0.72,1.16,0.67
Index,Down,9,1.06,0.65,1.16,0.72
Index,Down,10,0.99,0.65,1.06,0.72
Index,Down,1,0.99,0.63,1.06,0.65
Index,Down,2,1.23,0.63,0.99,0.65
Index,Down,3,1.23,0.72,0.99,0.63
Index,Down,4,2.01,0.72,1.23,0.63
Index,Down,5,2.01,0.66,1.23,0.72
Index,Down,6,2.09,0.66,2.01,0.72
Index,Down,7,2.09,0.52,2.01,0.66
Index,Down,8,1.96,0.52,2.09,0.66
Index,Down,9,1.96,0.43,2.09,0.52
Index,Down,10,1.86,0.43,1.96,0.52
Index,Down,1,1.86,0.45,1.96,0.43
Index,Down,2,1.61,0.45,1.86,0.43
Index,Down,3,1.61,0.58,1.86,0.45
Index,Down,4,1.54,0.58,1.61,0.45
Index,Down,5,2.47,0.71,1.54,0.58
Index,Down,6,2.23,0.71,2.47,0.58
Index,Down,7,2.23,0.57,2.47,0.71
Index,Down,8,1.79,0.57,2.23,0.71
Index,Down,9,1.79,0.84,2.23,0.57
Index,Down,10,1.58,0.84,1.79,0.57
Index,Down,1,1.58,0.56,1.79,0.84
Index,Down,2,1.65,0.56,1.58,0.84
Index,Down,3,1.65,1.01,1.58,0.56
Index,Down,4,1.25,1.01,1.65,0.56
Index,Down,5,1.25,0.66,1.65,1.01
Index,Down,6,1.53,0.66,1.25,1.01
Index,Down,7,1.53,0.58,1.25,0.66
Index,Down,8,1.63,0.58,1.53,0.66
Index,Down,9,1.63,0.75,1.53,0.58
Index,Down,10,1.24,0.75,1.63,0.58
Index,Down,1,1.24,0.67,1.63,0.75
Index,Down,2,1.47,0.67,1.24,0.75
Index,Down,3,1.47,0.63,1.24,0.67
Index,Down,4,1.45,0.63,1.47,0.67
Index,Down,5,1.45,0.66,1.47,0.63
Index,Down,6,1.82,0.66,1.45,0.63
Index,Down,7,1.82,0.70,1.45,0.66
Index,Down,8,1.83,0.70,1.82,0.66
Index,Down,9,1.83,0.69,1.82,0.70
Index,Down,10,1.97,0.69,1.83,0.70
Index,Down,1,1.97,0.53,1.83,0.69
Index,Down,2,2.10,0.53,1.97,0.69
Index,Down,3,2.08,0.42,2.10,0.53
Index,Down,4,2.07,0.42,2.08,0.53
Index,Down,5,2.07,0.47,2.08,0.42
Index,Down,6,1.89,0.47,2.07,0.42
Index,Down,7,1.89,0.63,2.07,0.47
Index,Down,8,1.56,0.63,1.89,0.47
Index,Down,9,1.56,0.80,1.89,0.63
Index,Down,10,1.29,0.80,1.56,0.63
Index,Down,1,1.29,0.57,1.56,0.80
Index,Down,2,1.57,0.57,1.29,0.80
Index,Down,3,1.57,0.44,1.29,0.57
Index,Down,4,1.84,0.44,1.57,0.57
Index,Down,5,1.84,0.42,1.57,0.44
Index,Down,6,1.24,0.42,1.84,0.44
Index,Down,7,1.24,0.51,1.84,0.42
Index,Down,8,1.09,0.51,1.24,0.42
Index,Down,9,1.09,0.63,1.24,0.51
Index,Down,10,1.06,0.63,1.09,0.51
Index,Down,1,1.06,0.45,1.09,0.63
Index,Down,2,1.09,0.45,1.06,0.63
Index,Down,3,1.09,0.40,1.06,0.45
Index,Down,4,0.91,0.40,1.09,0.45
Index,Down,5,0.91,0.55,1.09,0.40
Index,Down,6,0.82,0.55,0.91,0.40
Index,Down,7,0.82,0.50,0.91,0.55
Index,Down,8,1.26,0.50,0.82,0.55
Index,Down,9,1.26,0.44,0.82,0.50
Index,Down,10,2.11,0.44,1.26,0.50
Index,Down,1,2.11,0.45,1.26,0.44
Index,Down,2,2.40,0.45,2.11,0.44
Index,Down,3,2.40,0.42,2.11,0.45
Index,Down,4,1.96,0.42,2.40,0.45
Index,Down,5,1.96,0.46,2.40,0.42
Index,Down,6,1.00,0.46,1.96,0.42
Index,Down,7,1.00,0.48,1.96,0.46
Index,Down,8,0.86,0.48,1.00,0.46
Index,Down,9,0.97,0.40,0.86,0.48
Index,Down,10,1.16,0.40,0.97,0.48
Index,Down,1,1.16,0.39,0.97,0.40
Index,Down,2,1.21,0.39,1.16,0.40
Index,Down,3,1.18,0.61,1.21,0.39
Index,Down,4,1.01,0.61,1.18,0.39
Index,Down,5,1.01,0.79,1.18,0.61
Index,Down,6,1.83,0.79,1.01,0.61
Index,Down,7,1.83,0.57,1.01,0.79
Index,Down,8,2.40,0.57,1.83,0.79
Index,Down,9,2.40,0.41,1.83,0.57
Index,Down,10,2.22,0.41,2.40,0.57
Index,Down,1,1.36,0.43,2.22,0.41
Index,Down,2,1.05,0.43,1.36,0.41
Index,Down,3,1.05,0.37,1.36,0.43
Index,Down,4,1.17,0.37,1.05,0.43
Index,Down,5,1.17,0.34,1.05,0.37
Index,Down,6,1.33,0.34,1.17,0.37
Index,Down,7,1.33,0.31,1.17,0.34
Index,Down,8,1.38,0.31,1.33,0.34
Index,Down,9,1.38,0.23,1.33,0.31
Index,Down,10,1.21,0.23,1.38,0.31
Index,Down,1,1.21,0.22,1.38,0.23
Index,Down,2,0.79,0.22,1.21,0.23
Index,Down,3,0.79,0.36,1.21,0.22
Index,Down,4,0.64,0.36,0.79,0.22
Index,Down,5,0.64,0.53,0.79,0.36
Index,Down,6,1.65,0.53,0.64,0.36
Index,Down,7,1.65,0.57,0.64,0.53
Index,Down,8,2.50,0.57,1.65,0.53
Index,Down,9,2.50,0.60,1.65,0.57
Index,Down,10,2.49,0.60,2.50,0.57
Index,Down,1,2.49,0.43,2.50,0.60
Index,Down,2,1.89,0.43,2.49,0.60
Index,Down,3,1.89,0.37,2.49,0.43
Index,Down,4,1.00,0.37,1.89,0.43
Index,Down,5,0.76,0.43,1.00,0.37
Index,Down,6,0.71,0.43,0.76,0.37
Index,Down,7,0.71,0.41,0.76,0.43
Index,Down,8,0.61,0.41,0.71,0.43
Index,Down,9,0.61,0.27,0.71,0.41
Index,Down,10,0.69,0.27,0.61,0.41
Index,Down,1,0.69,0.26,0.61,0.27
Index,Down,2,0.67,0.26,0.69,0.27
Index,Down,3,0.67,0.27,0.69,0.26
Index,Down,4,0.61,0.27,0.67,0.26
Index,Down,5,0.61,0.53,0.67,0.27
Index,Down,6,1.12,0.53,0.61,0.27
Index,Down,7,1.12,0.68,0.61,0.53
Index,Down,8,1.73,0.68,1.12,0.53
Index,Down,9,1.73,0.60,1.12,0.68
Index,Down,10,2.02,0.60,1.73,0.68
Index,Down,1,2.02,0.49,1.73,0.60
Index,Down,2,2.00,0.49,2.02,0.60
Index,Down,3,2.00,0.41,2.02,0.49
Index,Down,4,1.91,0.41,2.00,0.49
Index,Down,5,1.91,0.32,2.00,0.41
Index,Down,6,1.79,0.32,1.91,0.41
Index,Down,7,1.79,0.37,1.91,0.32
Index,Down,8,1.59,0.37,1.79,0.32
Index,Down,9,1.59,0.34,1.79,0.37
Index,Down,10,1.40,0.34,1.59,0.37
Index,Down,1,1.19,0.33,1.40,0.34
Index,Down,2,0.99,0.33,1.19,0.34
Index,Down,3,0.99,0.40,1.19,0.33
Index,Down,4,0.98,0.40,0.99,0.33
Index,Down,5,0.98,0.71,0.99,0.40
Index,Down,6,2.30,0.70,0.98,0.71
Index,Down,7,2.30,0.65,0.98,0.70
Index,Down,8,2.20,0.65,2.30,0.70
Index,Down,9,2.20,0.50,2.30,0.65
Index,Down,10,1.55,0.50,2.20,0.65
Index,Down,1,1.55,0.42,2.20,0.50
Index,Down,2,1.08,0.42,1.55,0.50
Index,Down,3,1.08,0.44,1.55,0.42
Index,Down,4,0.87,0.44,1.08,0.42
Index,Down,5,0.87,0.43,1.08,0.44
Index,Down,6,0.67,0.43,0.87,0.44
Index,Down,7,0.67,0.44,0.87,0.43
Index,Down,8,0.54,0.44,0.67,0.43
Index,Down,9,0.54,0.41,0.67,0.44
Index,Down,10,0.79,0.41,0.54,0.44
Index,Down,1,0.79,0.68,0.54,0.41
Index,Down,2,1.51,0.68,0.79,0.41
