Class1,Class2,Count,emg1,emg2,old_emg1,Old_emg2
Index,Down,3,1.51,0.77,0.79,0.68
Index,Down,4,1.49,0.77,1.51,0.68
Index,Down,5,1.49,0.58,1.51,0.77
Index,Down,6,1.43,0.58,1.49,0.77
Index,Down,7,1.43,0.40,1.49,0.58
Index,Down,8,1.15,0.40,1.43,0.58
Index,Down,9,1.15,0.47,1.43,0.40
Index,Down,10,1.50,0.47,1.15,0.40
Index,Down,1,1.50,0.57,1.15,0.47
Index,Down,2,2.47,0.57,1.50,0.47
Index,Down,3,2.47,0.67,1.50,0.57
Index,Down,4,2.14,0.67,2.47,0.57
Index,Down,5,2.14,0.47,2.47,0.67
Index,Down,6,1.59,0.47,2.14,0.67
Index,Down,7,1.59,0.29,2.14,0.47
Index,Down,8,1.10,0.29,1.59,0.47
Index,Down,9,1.10,0.73,1.59,0.29
Index,Down,10,0.82,0.73,1.10,0.29
Index,Down,1,0.82,0.65,1.10,0.73
Index,Down,2,1.34,0.65,0.82,0.73
Index,Down,3,1.34,0.56,0.82,0.65
Index,Down,4,1.81,0.56,1.34,0.65
Index,Down,5,1.81,0.53,1.34,0.56
Index,Down,6,1.70,0.53,1.81,0.56
Index,Down,7,1.70,0.43,1.81,0.53
Index,Down,8,1.44,0.43,1.70,0.53
Index,Down,9,1.44,0.60,1.70,0.43
Index,Down,10,1.40,0.60,1.44,0.43
Index,Down,1,1.40,0.53,1.44,0.60
Index,Down,2,1.90,0.53,1.40,0.60
Index,Down,3,1.90,0.45,1.40,0.53
Index,Down,4,1.68,0.45,1.90,0.53
Index,Down,5,1.68,0.33,1.90,0.45
Index,Down,6,1.30,0.33,1.68,0.45
Index,Down,7,1.30,0.28,1.68,0.33
Index,Down,8,1.04,0.28,1.30,0.33
Index,Down,9,1.04,0.61,1.30,0.28
Index,Down,10,0.88,0.61,1.04,0.28
Index,Down,1,0.88,0.60,1.04,0.61
Index,Down,2,1.45,0.60,0.88,0.61
Index,Down,3,1.45,0.48,0.88,0.60
Index,Down,4,1.73,0.48,1.45,0.60
Index,Down,5,1.73,0.36,1.45,0.48
Index,Down,6,1.61,0.36,1.73,0.48
Index,Down,7,1.61,0.35,1.73,0.36
Index,Down,8,1.34,0.35,1.61,0.36
Index,Down,9,1.34,0.52,1.61,0.35
Index,Down,10,1.20,0.52,1.34,0.35
Index,Down,1,1.20,0.40,1.34,0.52
Index,Down,2,0.95,0.40,1.20,0.52
Index,Down,3,0.95,0.53,1.20,0.40
Index,Down,4,1.97,0.53,0.95,0.40
Index,Down,5,1.97,0.70,0.95,0.53
Index,Down,6,3.03,0.70,1.97,0.53
Index,Down,7,3.03,0.96,1.97,0.70
Index,Down,8,2.45,0.96,3.03,0.70
Index,Down,9,2.45,0.76,3.03,0.96
Index,Down,10,1.65,0.76,2.45,0.96
Index,Down,1,1.65,0.56,2.45,0.76
Index,Down,2,1.13,0.56,1.65,0.76
Index,Down,3,1.13,0.54,1.65,0.56
Index,Down,4,0.91,0.54,1.13,0.56
Index,Down,5,0.91,0.72,1.13,0.54
Index,Down,6,1.24,0.72,0.91,0.54
Index,Down,7,1.24,0.53,0.91,0.72
Index,Down,8,1.35,0.53,1.24,0.72
Index,Down,9,1.35,0.58,1.24,0.53
Index,Down,10,1.02,0.58,1.35,0.53
Index,Down,1,1.02,0.51,1.35,0.58
Index,Down,2,1.29,0.51,1.02,0.58
Index,Down,3,1.29,0.55,1.02,0.51
Index,Down,4,1.18,0.55,1.29,0.51
Index,Down,5,1.18,0.47,1.29,0.55
Index,Down,6,0.88,0.47,1.18,0.55
Index,Down,7,0.88,0.38,1.18,0.47
Index,Down,8,0.74,0.38,0.88,0.47
Index,Down,9,0.74,0.39,0.88,0.38
Index,Down,10,0.67,0.39,0.74,0.38
Index,Down,1,0.67,0.45,0.74,0.39
Index,Down,2,0.82,0.45,0.67,0.39
Index,Down,3,0.82,0.50,0.67,0.45
Index,Down,4,1.14,0.50,0.82,0.45
Index,Down,5,1.14,0.46,0.82,0.50
Index,Down,6,1.41,0.46,1.14,0.50
Index,Down,7,1.41,0.38,1.14,0.46
Index,Down,8,1.47,0.38,1.41,0.46
Index,Down,9,1.47,0.52,1.41,0.38
Index,Down,10,1.03,0.52,1.47,0.38
Index,Down,1,1.03,0.40,1.47,0.52
Index,Down,2,1.26,0.40,1.03,0.52
Index,Down,3,1.26,0.35,1.03,0.40
Index,Down,4,1.38,0.35,1.26,0.40
Index,Down,5,1.38,0.43,1.26,0.35
Index,Down,6,1.41,0.33,1.38,0.43
Index,Down,7,1.41,0.24,1.38,0.33
Index,Down,8,1.34,0.24,1.41,0.33
Index,Down,9,1.34,0.27,1.41,0.24
Index,Down,10,1.04,0.27,1.34,0.24
Index,Down,1,1.04,0.56,1.34,0.27
Index,Down,2,0.77,0.56,1.04,0.27
Index,Down,3,0.77,0.61,1.04,0.56
Index,Down,4,1.60,0.61,0.77,0.56
Index,Down,5,1.60,0.56,0.77,0.61
Index,Down,6,1.82,0.56,1.60,0.61
Index,Down,7,1.82,0.45,1.60,0.56
Index,Down,8,1.71,0.45,1.82,0.56
Index,Down,9,1.71,0.50,1.82,0.45
Index,Down,10,1.67,0.50,1.71,0.45
Index,Down,1,1.67,0.48,1.71,0.50
Index,Down,2,1.24,0.48,1.67,0.50
Index,Down,3,1.24,0.39,1.67,0.48
Index,Down,4,0.91,0.39,1.24,0.48
Index,Down,5,0.91,0.43,1.24,0.39
Index,Down,6,1.60,0.43,0.91,0.39
Index,Down,7,2.12,0.37,1.60,0.43
Index,Down,8,2.01,0.37,2.12,0.43
Index,Down,9,2.01,0.31,2.12,0.37
Index,Down,10,1.92,0.31,2.01,0.37
Index,Down,1,1.92,0.24,2.01,0.31
Index,Down,2,1.72,0.24,1.92,0.31
Index,Down,3,1.72,0.99,1.92,0.24
Index,Down,4,1.23,0.99,1.72,0.24
Index,Down,5,1.23,0.80,1.72,0.99
Index,Down,6,1.66,0.80,1.23,0.99
Index,Down,7,1.66,0.64,1.23,0.80
Index,Down,8,1.71,0.64,1.66,0.80
Index,Down,9,1.71,0.47,1.66,0.64
Index,Down,10,1.57,0.47,1.71,0.64
Index,Down,1,1.57,0.54,1.71,0.47
Index,Down,2,1.31,0.54,1.57,0.47
Index,Down,3,1.31,0.51,1.57,0.54
Index,Down,4,1.54,0.51,1.31,0.54
Index,Down,5,1.54,0.38,1.31,0.51
Index,Down,6,1.39,0.38,1.54,0.51
Index,Down,7,1.39,0.41,1.54,0.38
Index,Down,8,1.25,0.41,1.39,0.38
Index,Down,9,1.25,0.40,1.39,0.41
Index,Down,10,1.10,0.40,1.25,0.41
Index,Down,1,1.10,0.51,1.25,0.40
Index,Down,2,1.23,0.51,1.10,0.40
Index,Down,3,1.23,0.73,1.10,0.51
Index,Down,4,1.28,0.73,1.23,0.51
Index,Down,5,1.28,0.74,1.23,0.73
Index,Down,6,1.74,0.74,1.28,0.73
Index,Down,7,1.74,0.56,1.28,0.74
Index,Down,8,1.81,0.56,1.74,0.74
Index,Down,9,1.81,0.43,1.74,0.56
Index,Down,10,1.66,0.43,1.81,0.56
Index,Down,1,1.66,0.45,1.81,0.43
Index,Down,2,1.21,0.45,1.66,0.43
Index,Down,3,1.21,0.58,1.66,0.45
Index,Down,4,1.98,0.58,1.21,0.45
Index,Down,5,1.98,0.61,1.21,0.58
Index,Down,6,2.00,0.61,1.98,0.58
Index,Down,7,2.00,0.53,1.98,0.61
Index,Down,8,1.65,0.53,2.00,0.61
Index,Down,9,1.65,0.39,2.00,0.53
Index,Down,10,1.18,0.39,1.65,0.53
Index,Down,1,1.18,0.36,1.65,0.39
Index,Down,2,0.87,0.36,1.18,0.39
Index,Down,3,0.87,0.46,1.18,0.36
Index,Down,4,1.02,0.46,0.87,0.36
Index,Down,5,1.02,0.72,0.87,0.46
Index,Down,6,1.84,0.72,1.02,0.46
Index,Down,7,1.84,0.58,1.02,0.72
Index,Down,8,2.00,0.58,1.84,0.72
Index,Down,9,2.00,0.38,1.84,0.58
Index,Down,10,1.74,0.38,2.00,0.58
Index,Down,1,1.74,0.39,2.00,0.38
Index,Down,2,1.30,0.39,1.74,0.38
Index,Down,3,1.30,0.54,1.74,0.39
Index,Down,4,1.13,0.44,1.30,0.54
Index,Down,5,1.13,0.51,1.30,0.44
Index,Down,6,0.91,0.51,1.13,0.44
Index,Down,7,0.91,0.43,1.13,0.51
Index,Down,8,1.02,0.43,0.91,0.51
Index,Down,9,1.02,0.33,0.91,0.43
Index,Down,10,0.94,0.33,1.02,0.43
Index,Down,1,0.94,0.31,1.02,0.33
Index,Down,2,0.84,0.31,0.94,0.33
Index,Down,3,0.84,0.25,0.94,0.31
Index,Down,4,0.64,0.25,0.84,0.31
Index,Down,5,0.64,0.20,0.84,0.25
Index,Down,6,0.65,0.20,0.64,0.25
Index,Down,7,0.65,0.52,0.64,0.20
Index,Down,8,0.97,0.52,0.65,0.20
Index,Down,9,0.97,0.54,0.65,0.52
Index,Down,10,1.74,0.54,0.97,0.52
Index,Down,1,1.74,0.38,0.97,0.54
Index,Down,2,1.92,0.38,1.74,0.54
Index,Down,3,1.92,0.37,1.74,0.38
Index,Down,4,1.82,0.37,1.92,0.38
Index,Down,5,1.82,0.38,1.92,0.37
Index,Down,6,1.62,0.38,1.82,0.37
Index,Down,7,1.43,0.35,1.62,0.38
Index,Down,8,1.27,0.35,1.43,0.38
Index,Down,9,1.27,0.34,1.43,0.35
Index,Down,10,1.03,0.34,1.27,0.35
Index,Down,1,1.03,0.39,1.27,0.34
Index,Down,2,0.93,0.39,1.03,0.34
Index,Down,3,0.93,0.54,1.03,0.39
Index,Down,4,2.20,0.54,0.93,0.39
Index,Down,5,2.20,0.61,0.93,0.54
Index,Down,6,1.96,0.61,2.20,0.54
Index,Down,7,1.96,0.45,2.20,0.61
Index,Down,8,1.38,0.45,1.96,0.61
Index,Down,9,1.38,0.36,1.96,0.45
Index,Down,10,0.93,0.36,1.38,0.45
Index,Down,1,0.93,0.47,1.38,0.36
Index,Down,2,1.24,0.47,0.93,0.36
Index,Down,3,1.24,0.73,0.93,0.47
Index,Down,4,1.38,0.73,1.24,0.47
Index,Down,5,1.38,0.71,1.24,0.73
Index,Down,6,1.28,0.71,1.38,0.73
Index,Down,7,1.28,0.46,1.38,0.71
Index,Down,8,1.04,0.46,1.28,0.71
Index,Down,9,1.04,0.63,1.28,0.46
Index,Down,10,1.07,0.63,1.04,0.46
Index,Down,1,1.07,0.88,1.04,0.63
Index,Down,2,1.75,0.88,1.07,0.63
Index,Down,3,1.75,0.64,1.07,0.88
Index,Down,4,1.80,0.64,1.75,0.88
Index,Down,5,1.80,0.79,1.75,0.64
Index,Down,6,1.60,0.79,1.80,0.64
Index,Down,7,1.60,0.61,1.80,0.79
Index,Down,8,1.38,0.61,1.60,0.79
Index,Down,9,1.38,0.56,1.60,0.61
Index,Down,10,1.22,0.56,1.38,0.61
Index,Down,1,1.22,0.49,1.38,0.56
Index,Down,2,1.20,0.49,1.22,0.56
Index,Down,3,1.20,0.44,1.22,0.49
Index,Down,4,0.82,0.44,1.20,0.49
Index,Down,5,0.82,0.58,1.20,0.44
Index,Down,6,0.94,0.58,0.82,0.44
Index,Down,7,0.94,0.51,0.82,0.58
Index,Down,8,1.68,0.51,0.94,0.58
Index,Down,9,1.68,0.65,0.94,0.51
Index,Down,10,1.81,0.65,1.68,0.51
Index,Down,1,1.81,0.43,1.68,0.65
Index,Down,2,1.54,0.43,1.81,0.65
Index,Down,3,1.54,0.35,1.81,0.43
Index,Down,4,1.39,0.35,1.54,0.43
Index,Down,5,1.39,0.36,1.54,0.35
Index,Down,6,1.15,0.36,1.39,0.35
Index,Down,7,1.15,0.37,1.39,0.36
Index,Down,8,0.87,0.37,1.15,0.36
Index,Down,9,0.87,0.45,1.15,0.37
Index,Down,10,0.68,0.45,0.87,0.37
Index,Down,1,0.68,0.44,0.87,0.45
Index,Down,2,0.51,0.44,0.68,0.45
Index,Down,3,0.51,0.49,0.68,0.44
Index,Down,4,0.49,0.49,0.51,0.44
Index,Down,5,0.49,0.51,0.51,0.49
Index,Down,6,0.85,0.51,0.49,0.49
Index,Down,7,0.85,0.69,0.49,0.51
Index,Down,8,1.71,0.69,0.85,0.51
Index,Down,9,1.71,0.71,0.85,0.69
Index,Down,10,1.97,0.71,1.71,0.69
Index,Down,1,1.97,0.45,1.71,0.71
Index,Down,2,1.99,0.45,1.97,0.71
Index,Down,3,1.99,0.40,1.97,0.45
Index,Down,4,1.77,0.40,1.99,0.45
Index,Down,5,1.77,0.75,1.99,0.40
Index,Down,6,1.07,0.75,1.77,0.40
Index,Down,7,1.07,0.60,1.77,0.75
Index,Down,8,1.70,0.60,1.07,0.75
Index,Down,9,1.70,0.51,1.07,0.60
Index,Down,10,2.17,0.51,1.70,0.60
Index,Down,1,2.17,0.52,1.70,0.51
Index,Down,2,1.84,0.52,2.17,0.51
Index,Down,3,1.84,0.43,2.17,0.52
Index,Down,4,1.12,0.43,1.84,0.52
Index,Down,5,1.12,0.46,1.84,0.43
Index,Down,6,0.97,0.46,1.12,0.43
Index,Down,7,0.97,0.82,1.12,0.46
Index,Down,8,1.46,0.82,0.97,0.46
Index,Down,9,1.46,1.19,0.97,0.82
Index,Down,10,1.62,1.19,1.46,0.82
Index,Down,1,1.62,0.97,1.46,1.19
Index,Down,2,1.59,0.97,1.62,1.19
Index,Down,3,1.59,0.70,1.62,0.97
Index,Down,4,1.68,0.70,1.59,0.97
Index,Down,5,1.68,0.43,1.59,0.70
Index,Down,6,1.57,0.43,1.68,0.70
Index,Down,7,1.57,0.35,1.68,0.43
Index,Down,8,1.33,0.35,1.57,0.43
Index,Down,9,1.33,0.54,1.57,0.35
Index,Down,10,0.94,0.54,1.33,0.35
Index,Down,1,0.94,0.56,1.33,0.54
Index,Down,2,1.63,0.56,0.94,0.54
Index,Down,3,1.63,0.46,0.94,0.56
Index,Down,4,2.00,0.46,1.63,0.56
Index,Down,5,2.00,0.32,1.63,0.46
Index,Down,6,1.88,0.32,2.00,0.46
Index,Down,7,1.88,0.31,2.00,0.32
Index,Down,8,1.56,0.31,1.88,0.32
Index,Down,9,1.56,0.27,1.88,0.31
Index,Down,10,1.28,0.27,1.56,0.31
Index,Down,1,1.28,0.26,1.56,0.27
Index,Down,2,1.06,0.26,1.28,0.27
Index,Down,3,1.06,0.24,1.28,0.26
Index,Down,4,0.94,0.24,1.06,0.26
Index,Down,5,0.94,0.42,1.06,0.24
Index,Down,6,1.55,0.42,0.94,0.24
Index,Down,7,1.55,0.68,0.94,0.42
Index,Down,8,2.35,0.68,1.55,0.42
Index,Down,9,2.35,0.91,1.55,0.68
Index,Down,10,1.88,0.91,2.35,0.68
Index,Down,1,1.88,0.57,2.35,0.91
Index,Down,2,1.31,0.57,1.88,0.91
Index,Down,3,1.31,0.30,1.88,0.57
Index,Down,4,0.81,0.30,1.31,0.57
Index,Down,5,0.81,0.23,1.31,0.30
Index,Down,6,0.49,0.23,0.81,0.30
Index,Down,7,0.49,0.26,0.81,0.23
Index,Down,8,0.69,0.26,0.49,0.23
Index,Down,9,0.69,0.47,0.49,0.26
Index,Down,10,1.27,0.47,0.69,0.26
Index,Down,1,1.27,0.44,0.69,0.47
Index,Down,2,1.68,0.44,1.27,0.47
Index,Down,3,1.68,0.48,1.27,0.44
Index,Down,4,1.58,0.48,1.68,0.44
Index,Down,5,1.58,0.49,1.68,0.48
Index,Down,6,1.23,0.49,1.58,0.48
Index,Down,7,1.23,0.50,1.58,0.49
Index,Down,8,0.96,0.50,1.23,0.49
Index,Down,9,0.96,0.45,1.23,0.50
Index,Down,10,1.14,0.45,0.96,0.50
Index,Down,1,1.14,0.57,0.96,0.45
Index,Down,2,1.06,0.57,1.14,0.45
Index,Down,3,1.06,0.49,1.14,0.57
Index,Down,4,0.99,0.49,1.06,0.57
Index,Down,5,0.99,0.48,1.06,0.49
Index,Down,6,0.81,0.48,0.99,0.49
Index,Down,7,0.81,0.47,0.99,0.48
Index,Down,8,0.76,0.47,0.81,0.48
Index,Down,9,0.76,0.48,0.81,0.47
Index,Down,10,0.80,0.48,0.76,0.47
Index,Down,1,0.80,0.39,0.76,0.48
Index,Down,2,1.01,0.39,0.80,0.48
Index,Down,3,1.01,0.28,0.80,0.39
Index,Down,4,1.11,0.28,1.01,0.39
Index,Down,5,1.11,0.56,1.01,0.28
Index,Down,6,1.20,0.56,1.11,0.28
Index,Down,7,1.20,0.82,1.11,0.56
Index,Down,8,1.33,0.82,1.20,0.56
Index,Down,9,1.33,0.57,1.20,0.82
Index,Down,10,1.84,0.57,1.33,0.82
Index,Down,1,1.84,0.63,1.33,0.57
Index,Down,2,1.67,0.63,1.84,0.57
Index,Down,3,1.67,0.56,1.84,0.63
Index,Down,4,1.29,0.56,1.67,0.63
Index,Down,5,1.29,0.58,1.67,0.56
Index,Down,6,1.70,0.58,1.29,0.56
Index,Down,7,1.70,0.59,1.29,0.58
Index,Down,8,2.09,0.59,1.70,0.58
Index,Down,9,2.09,0.54,1.70,0.59
Index,Down,10,1.55,0.54,2.09,0.59
Index,Down,1,1.55,0.51,2.09,0.54
Index,Down,2,1.16,0.51,1.55,0.54
Index,Down,3,1.16,0.48,1.55,0.51
Index,Down,4,0.97,0.48,1.16,0.51
Index,Down,5,0.97,0.63,1.16,0.48
Index,Down,6,1.17,0.63,0.97,0.48
Index,Down,7,1.17,0.57,0.97,0.63
Index,Down,8,1.69,0.57,1.17,0.63
Index,Down,9,1.69,0.41,1.17,0.57
Index,Down,10,1.62,0.41,1.69,0.57
Index,Down,1,1.62,0.36,1.69,0.41
Index,Down,2,1.49,0.36,1.62,0.41
Index,Down,3,1.49,0.44,1.62,0.36
Index,Down,4,1.45,0.44,1.49,0.36
Index,Down,5,1.45,0.62,1.49,0.44
Index,Down,6,2.38,0.62,1.45,0.44
Index,Down,7,2.38,0.72,1.45,0.62
Index,Down,8,1.85,0.72,2.38,0.62
Index,Down,9,1.85,0.53,2.38,0.72
Index,Down,10,1.39,0.53,1.85,0.72
Index,Down,1,1.39,0.51,1.85,0.53
Index,Down,2,1.12,0.51,1.39,0.53
Index,Down,3,1.12,0.52,1.39,0.51
Index,Down,4,0.89,0.52,1.12,0.51
Index,Down,5,0.89,0.53,1.12,0.52
Index,Down,6,1.26,0.53,0.89,0.52
Index,Down,7,1.26,0.75,0.89,0.53
Index,Down,8,1.30,0.75,1.26,0.53
Index,Down,9,1.30,0.62,1.26,0.75
Index,Down,10,1.80,0.62,1.30,0.75
Index,Down,1,1.80,0.55,1.30,0.62
Index,Down,2,1.67,0.55,1.80,0.62
Index,Down,3,1.67,0.43,1.80,0.55
Index,Down,4,1.02,0.43,1.67,0.55
Index,Down,5,1.02,0.60,1.67,0.43
Index,Down,6,1.42,0.60,1.02,0.43
Index,Down,7,1.42,0.65,1.02,0.60
Index,Down,8,0.99,0.65,1.42,0.60
Index,Down,9,0.99,0.57,1.42,0.65
Index,Down,10,0.69,0.57,0.99,0.65
Index,Down,1,0.69,0.51,0.99,0.57
Index,Down,2,0.45,0.51,0.69,0.57
Index,Down,3,0.45,0.47,0.69,0.51
Index,Down,4,0.95,0.47,0.45,0.51
Index,Down,5,0.95,0.84,0.45,0.47
Index,Down,6,1.33,0.84,0.95,0.47
Index,Down,7,1.33,0.58,0.95,0.84
Index,Down,8,1.45,0.58,1.33,0.84
Index,Down,9,1.45,0.49,1.33,0.58
Index,Down,10,1.75,0.49,1.45,0.58
Index,Down,1,1.75,0.73,1.45,0.49
Index,Down,2,1.48,0.73,1.75,0.49
Index,Down,3,1.48,0.61,1.75,0.73
Index,Down,4,0.93,0.61,1.48,0.73
Index,Down,5,0.93,0.70,1.48,0.61
Index,Down,6,1.33,0.70,0.93,0.61
Index,Down,7,1.33,0.65,0.93,0.70
Index,Down,8,1.62,0.65,1.33,0.70
Index,Down,9,1.62,0.59,1.33,0.65
Index,Down,10,1.58,0.59,1.62,0.65
Index,Down,1,1.58,0.63,1.62,0.59
Index,Down,2,1.56,0.63,1.58,0.59
Index,Down,3,1.56,0.80,1.58,0.63
Index,Down,4,1.37,0.80,1.56,0.63
Index,Down,5,1.37,0.61,1.56,0.80
Index,Down,6,1.14,0.61,1.37,0.80
Index,Down,7,1.20,0.58,1.14,0.61
Index,Down,8,1.33,0.58,1.20,0.61
Index,Down,9,1.33,0.65,1.20,0.58
Index,Down,10,1.45,0.65,1.33,0.58
Index,Down,1,1.45,0.90,1.33,0.65
Index,Down,2,1.61,0.90,1.45,0.65
Index,Down,3,1.61,0.81,1.45,0.90
Index,Down,4,1.65,0.81,1.61,0.90
Index,Down,5,1.65,0.67,1.61,0.81
Index,Down,6,1.63,0.67,1.65,0.81
Index,Down,7,1.63,0.61,1.65,0.67
Index,Down,8,1.57,0.61,1.63,0.67
Index,Down,9,1.57,0.44,1.63,0.61
Index,Down,10,1.35,0.44,1.57,0.61
Index,Down,1,1.35,0.86,1.57,0.44
Index,Down,2,0.85,0.86,1.35,0.44
Index,Down,3,0.85,0.77,1.35,0.86
Index,Down,4,1.85,0.77,0.85,0.86
Index,Down,5,1.85,0.50,0.85,0.77
Index,Down,6,2.16,0.50,1.85,0.77
Index,Down,7,2.16,0.41,1.85,0.50
Index,Down,10,1.77,0.33,2.00,0.41
Index,Down,1,1.77,0.30,2.00,0.33
Index,Down,2,1.59,0.30,1.77,0.33
Index,Down,3,1.47,0.38,1.59,0.30
Index,Down,4,1.30,0.38,1.47,0.30
Index,Down,5,1.30,0.45,1.47,0.38
Index,Down,6,1.1,0.45,1.30,0.38
Thumb,Up,1,3.01,3.20,,0
Thumb,Up,2,3.01,3.20,3.02,3.19
Thumb,Up,3,3.02,3.20,3.01,3.19
Thumb,Up,4,3.01,3.19,3.02,3.20
Index,Up,1,3.21,0.12,0,0
Index,Up,2,3.18,0.12,3.21,0
Index,Up,3,3.18,0.11,3.21,0.12
Index,Up,4,3.19,0.11,3.18,0.12
Index,Up,5,3.17,0.09,3.20,0.10
Index,Up,6,3.17,0.10,3.20,0.09
Index,Up,7,3.18,0.10,3.17,0.09
Index,Up,8,3.18,0.09,3.17,0.10
Index,Up,9,3.20,0.10,3.18,0.09
Index,Up,10,3.18,0.10,3.20,0.09
Index,Up,1,3.20,2.36,0,0
Index,Up,2,3.18,2.36,3.20,0
Index,Up,3,3.18,2.04,3.20,2.36
Index,Up,4,3.19,2.04,3.18,2.36
Index,Up,5,3.19,1.78,3.18,2.04
Index,Up,6,3.18,1.78,3.19,2.04
Index,Up,7,3.18,1.56,3.19,1.78
Index,Up,8,3.17,1.37,3.18,1.56
Index,Up,9,3.17,1.22,3.18,1.37
Index,Up,10,3.18,1.22,3.17,1.37
Index,Up,1,3.18,1.08,3.17,1.22
Index,Up,2,3.19,0.70,3.18,0.78
Index,Up,3,3.19,0.64,3.18,0.70
Index,Up,4,3.18,0.64,3.19,0.70
Index,Up,5,3.18,0.59,3.19,0.64
Index,Up,6,3.17,0.59,3.18,0.64
Index,Up,7,3.17,0.55,3.18,0.59
Index,Up,8,3.19,0.55,3.17,0.59
Index,Up,9,3.19,0.51,3.17,0.55
Index,Up,10,3.16,0.51,3.19,0.55
Index,Up,1,3.16,0.48,3.19,0.51
Index,Up,2,3.18,0.48,3.16,0.51
Index,Up,3,3.18,0.45,3.16,0.48
Index,Up,4,3.17,0.42,3.18,0.45
Index,Up,5,3.17,0.40,3.18,0.42
Index,Up,6,3.16,0.37,3.17,0.38
Index,Up,7,3.16,0.35,3.17,0.37
Index,Up,8,3.18,0.31,3.16,0.32
Index,Up,9,3.18,0.30,3.16,0.31
Index,Up,10,3.16,0.30,3.18,0.31
Index,Up,1,3.16,0.29,3.18,0.30
Index,Up,2,3.18,0.29,3.16,0.30
Index,Up,3,3.18,0.28,3.16,0.29
Thumb,Flick,2,3.01,3.20,,0
Thumb,Flick,3,3.01,3.20,3.02,3.19
Thumb,Flick,4,3.02,3.19,3.01,3.20
Thumb,Flick,5,3.01,3.20,3.02,3.19
